[rosmaster.main][INFO] 2022-06-01 09:00:59,911: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2022-06-01 09:00:59,911: Starting ROS Master Node
[rosmaster.master][INFO] 2022-06-01 09:34:07,758: +SERVICE [/gazebo/get_loggers] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:07,763: +SERVICE [/gazebo/set_logger_level] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:07,764: publisherUpdate[/rosout] -> http://ubuntu:45323/ ['http://ubuntu:43819/', 'http://ubuntu:32947/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2022-06-01 09:34:09,503: +PUB [/clock] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,506: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,509: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,510: +SERVICE [/gazebo/delete_model] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,512: +SERVICE [/gazebo/delete_light] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,513: +SERVICE [/gazebo/get_model_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,514: +SERVICE [/gazebo/get_model_state] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,516: +SERVICE [/gazebo/get_world_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,517: +SERVICE [/gazebo/get_joint_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,519: +SERVICE [/gazebo/get_link_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,520: +SERVICE [/gazebo/get_link_state] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,522: +SERVICE [/gazebo/get_light_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,525: +SERVICE [/gazebo/set_light_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,526: +SERVICE [/gazebo/get_physics_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,528: +PUB [/gazebo/link_states] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,530: +PUB [/gazebo/model_states] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,532: +SERVICE [/gazebo/set_link_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,534: +SERVICE [/gazebo/set_physics_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,535: +SERVICE [/gazebo/set_model_state] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,537: +SERVICE [/gazebo/set_model_configuration] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,539: +SERVICE [/gazebo/set_joint_properties] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,541: +SERVICE [/gazebo/set_link_state] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,554: +SUB [/gazebo/set_link_state] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,555: +SERVICE [/gazebo/set_parameters] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,565: +SUB [/gazebo/set_model_state] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,567: +PUB [/gazebo/parameter_descriptions] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,570: +SERVICE [/gazebo/pause_physics] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,572: +PUB [/gazebo/parameter_updates] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,575: +SERVICE [/gazebo/unpause_physics] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,580: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,584: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,587: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,590: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,593: +SERVICE [/gazebo/reset_simulation] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,596: +SERVICE [/gazebo/reset_world] /gazebo http://ubuntu:32947/
[rosmaster.master][INFO] 2022-06-01 09:34:09,608: +PARAM [/use_sim_time] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,628: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,629: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,630: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,632: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,633: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,635: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,636: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,637: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,638: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,640: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,641: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,642: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,643: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,645: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,646: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,655: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,657: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,659: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,660: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,661: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,662: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,663: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,664: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,666: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,667: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,669: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,670: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,672: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,674: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2022-06-01 09:34:09,676: +PARAM [/gazebo/max_contacts] by /gazebo
