[rosmaster.main][INFO] 2022-03-09 22:28:11,645: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2022-03-09 22:28:11,646: Starting ROS Master Node
[rosmaster.master][INFO] 2022-03-09 22:28:11,970: +SERVICE [/mobile_base_nodelet_manager/set_logger_level] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:11,980: +SUB [/rosout] /rosout http://ubuntu:33211/
[rosmaster.master][INFO] 2022-03-09 22:28:11,984: +SUB [/clock] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:11,986: +SERVICE [/mobile_base_nodelet_manager/load_nodelet] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:11,987: +SERVICE [/mobile_base_nodelet_manager/unload_nodelet] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:11,988: +SERVICE [/mobile_base_nodelet_manager/list] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,030: +PUB [/tf] /xbot/robot_state_publisher http://ubuntu:38273/
[rosmaster.master][INFO] 2022-03-09 22:28:12,031: +PUB [/tf_static] /xbot/robot_state_publisher http://ubuntu:38273/
[rosmaster.master][INFO] 2022-03-09 22:28:12,044: +SUB [/xbot/joint_states] /xbot/robot_state_publisher http://ubuntu:38273/
[rosmaster.master][INFO] 2022-03-09 22:28:12,108: +SERVICE [/cmd_vel_mux/set_parameters] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,109: +PUB [/cmd_vel_mux/parameter_descriptions] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,110: +PUB [/cmd_vel_mux/parameter_updates] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,113: +PARAM [/cmd_vel_mux/yaml_cfg_file] by /mobile_base_nodelet_manager
[rosmaster.master][INFO] 2022-03-09 22:28:12,114: +PARAM [/cmd_vel_mux/yaml_cfg_data] by /mobile_base_nodelet_manager
[rosmaster.master][INFO] 2022-03-09 22:28:12,117: +PUB [/cmd_vel] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,119: +PUB [/rosout] /xbot/spawner http://ubuntu:43091/
[rosmaster.master][INFO] 2022-03-09 22:28:12,123: +SUB [/clock] /xbot/spawner http://ubuntu:43091/
[rosmaster.master][INFO] 2022-03-09 22:28:12,125: +SUB [/cmd_vel_mux/input/teleop] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,127: +SERVICE [/xbot/spawner/get_loggers] /xbot/spawner http://ubuntu:43091/
[rosmaster.master][INFO] 2022-03-09 22:28:12,130: +SERVICE [/xbot/spawner/set_logger_level] /xbot/spawner http://ubuntu:43091/
[rosmaster.master][INFO] 2022-03-09 22:28:12,134: +SUB [/cmd_vel_mux/input/safety_controller] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,139: +SUB [/cmd_vel_mux/input/avoid] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,144: +SUB [/cmd_vel_mux/input/switch] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,149: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/']
[rosmaster.master][INFO] 2022-03-09 22:28:12,152: +SUB [/cmd_vel_mux/input/navi] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,153: +PARAM [/cmd_vel_mux/yaml_cfg_file] by /mobile_base_nodelet_manager
[rosmaster.master][INFO] 2022-03-09 22:28:12,154: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:12,155: +PARAM [/cmd_vel_mux/yaml_cfg_data] by /mobile_base_nodelet_manager
[rosmaster.master][INFO] 2022-03-09 22:28:12,156: +PUB [/cmd_vel_mux/active] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,158: +PUB [/mobile_base_nodelet_manager/bond] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,164: +SUB [/mobile_base_nodelet_manager/bond] /mobile_base_nodelet_manager http://ubuntu:42535/
[rosmaster.master][INFO] 2022-03-09 22:28:12,229: +PUB [/mobile_base_nodelet_manager/bond] /cmd_vel_mux http://ubuntu:33937/
[rosmaster.master][INFO] 2022-03-09 22:28:12,235: +SUB [/mobile_base_nodelet_manager/bond] /cmd_vel_mux http://ubuntu:33937/
[rosmaster.master][INFO] 2022-03-09 22:28:12,250: publisherUpdate[/mobile_base_nodelet_manager/bond] -> http://ubuntu:42535/ ['http://ubuntu:42535/', 'http://ubuntu:33937/']
[rosmaster.master][INFO] 2022-03-09 22:28:12,251: publisherUpdate[/mobile_base_nodelet_manager/bond] -> http://ubuntu:42535/ ['http://ubuntu:42535/', 'http://ubuntu:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:12,555: +PUB [/rosout] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:12,556: +PUB [/rosout] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:12,556: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/', 'http://ubuntu:33119/']
[rosmaster.master][INFO] 2022-03-09 22:28:12,557: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:12,558: +SERVICE [/gazebo/get_loggers] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:12,558: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/', 'http://ubuntu:33119/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:12,559: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/', 'http://ubuntu:33119/', 'http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:12,560: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/', 'http://ubuntu:33119/', 'http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:12,561: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:12,562: +SERVICE [/gazebo/set_logger_level] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:12,574: +SUB [/clock] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:12,574: +SUB [/clock] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,050: +PUB [/rosout] /urdf_spawner http://ubuntu:39641/
[rosmaster.master][INFO] 2022-03-09 22:28:13,054: +SUB [/clock] /urdf_spawner http://ubuntu:39641/
[rosmaster.master][INFO] 2022-03-09 22:28:13,055: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/', 'http://ubuntu:33119/', 'http://ubuntu:40141/', 'http://ubuntu:39641/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,058: +SERVICE [/urdf_spawner/get_loggers] /urdf_spawner http://ubuntu:39641/
[rosmaster.master][INFO] 2022-03-09 22:28:13,059: publisherUpdate[/rosout] -> http://ubuntu:33211/ ['http://ubuntu:33937/', 'http://ubuntu:38273/', 'http://ubuntu:42535/', 'http://ubuntu:43091/', 'http://ubuntu:33119/', 'http://ubuntu:40141/', 'http://ubuntu:39641/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,060: +SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner http://ubuntu:39641/
[rosmaster.master][INFO] 2022-03-09 22:28:13,471: +PUB [/clock] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,472: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,474: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,475: +SERVICE [/gazebo/delete_model] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,476: +SERVICE [/gazebo/delete_light] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,477: +SERVICE [/gazebo/get_model_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,478: +SERVICE [/gazebo/get_model_state] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,479: +SERVICE [/gazebo/get_world_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,480: +SERVICE [/gazebo/get_joint_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,481: +SERVICE [/gazebo/get_link_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,482: +SERVICE [/gazebo/get_link_state] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,483: +SERVICE [/gazebo/get_light_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,484: +SERVICE [/gazebo/set_light_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,486: +SERVICE [/gazebo/get_physics_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,487: +PUB [/gazebo/link_states] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,488: +PUB [/gazebo/model_states] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,489: +SERVICE [/gazebo/set_link_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,491: +SERVICE [/gazebo/set_physics_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,492: +SERVICE [/gazebo/set_model_state] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,493: +SERVICE [/gazebo/set_model_configuration] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,495: +SERVICE [/gazebo/set_joint_properties] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,497: +SERVICE [/gazebo/set_link_state] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,499: +SERVICE [/gazebo/set_parameters] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,503: +SUB [/gazebo/set_link_state] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,504: +PUB [/gazebo/parameter_descriptions] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,509: +SUB [/gazebo/set_model_state] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,510: +SERVICE [/gazebo/pause_physics] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,512: +PUB [/gazebo/parameter_updates] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,514: +SERVICE [/gazebo/unpause_physics] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,518: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,520: +SERVICE [/gazebo_gui/set_parameters] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:13,521: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,522: +PUB [/gazebo_gui/parameter_descriptions] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:13,524: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,525: +PUB [/gazebo_gui/parameter_updates] /gazebo_gui http://ubuntu:33119/
[rosmaster.master][INFO] 2022-03-09 22:28:13,527: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,531: +SERVICE [/gazebo/reset_simulation] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,534: +SERVICE [/gazebo/reset_world] /gazebo http://ubuntu:40141/
[rosmaster.master][INFO] 2022-03-09 22:28:13,549: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,552: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,553: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,555: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,556: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,558: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,559: publisherUpdate[/clock] -> http://ubuntu:33211/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,560: publisherUpdate[/clock] -> http://ubuntu:33211/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,560: publisherUpdate[/clock] -> http://ubuntu:33937/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,560: +PARAM [/gazebo_gui/time_step] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,562: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,564: publisherUpdate[/clock] -> http://ubuntu:38273/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,565: publisherUpdate[/clock] -> http://ubuntu:42535/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,566: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,567: publisherUpdate[/clock] -> http://ubuntu:33937/ ['http://ubuntu:40141/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,567: publisherUpdate[/clock] -> http://ubuntu:43091/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,567: publisherUpdate[/clock] -> http://ubuntu:38273/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,568: publisherUpdate[/clock] -> http://ubuntu:33119/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,570: publisherUpdate[/clock] -> http://ubuntu:42535/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,570: publisherUpdate[/clock] -> http://ubuntu:40141/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,571: publisherUpdate[/clock] -> http://ubuntu:43091/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,571: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,571: publisherUpdate[/clock] -> http://ubuntu:39641/ ['http://ubuntu:40141/']
[rosmaster.master][INFO] 2022-03-09 22:28:13,572: +PARAM [/gazebo_gui/max_update_rate] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,574: publisherUpdate[/clock] -> http://ubuntu:40141/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,574: publisherUpdate[/clock] -> http://ubuntu:33119/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,575: publisherUpdate[/clock] -> http://ubuntu:39641/ ['http://ubuntu:40141/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-09 22:28:13,576: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,576: +PARAM [/gazebo_gui/gravity_x] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,578: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,580: +PARAM [/gazebo_gui/gravity_y] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,581: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,582: +PARAM [/gazebo_gui/gravity_z] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,583: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,583: +PARAM [/gazebo_gui/auto_disable_bodies] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,586: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,587: +PARAM [/gazebo_gui/sor_pgs_precon_iters] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,588: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,589: +PARAM [/gazebo_gui/sor_pgs_iters] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,591: +PARAM [/gazebo_gui/sor_pgs_w] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,592: +PARAM [/gazebo_gui/sor_pgs_rms_error_tol] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,593: +PARAM [/gazebo_gui/cfm] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,594: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,595: +PARAM [/gazebo_gui/erp] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,596: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,597: +PARAM [/gazebo_gui/contact_surface_layer] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,598: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,600: +PARAM [/gazebo_gui/contact_max_correcting_vel] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,600: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,602: +PARAM [/gazebo_gui/max_contacts] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,603: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,605: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,606: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,608: +PARAM [/gazebo_gui/time_step] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,608: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,609: +PARAM [/gazebo_gui/max_update_rate] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,610: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,611: +PARAM [/gazebo_gui/gravity_x] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,612: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,613: +PARAM [/gazebo_gui/gravity_y] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,614: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,615: +PARAM [/gazebo_gui/gravity_z] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,616: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,617: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,617: +PARAM [/gazebo_gui/auto_disable_bodies] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,618: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,619: +PARAM [/gazebo_gui/sor_pgs_precon_iters] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,620: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2022-03-09 22:28:13,621: +PARAM [/gazebo_gui/sor_pgs_iters] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,622: +PARAM [/gazebo_gui/sor_pgs_w] by /gazebo_gui
[rosmaster.master][INFO] 2022-03-09 22:28:13,623: +PARAM [/gazebo_gui/sor_pgs_rms_error_tol] by /gazebo_gui
