[rosmaster.main][INFO] 2022-03-25 08:36:39,563: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2022-03-25 08:36:39,563: Starting ROS Master Node
[rosmaster.master][INFO] 2022-03-25 08:37:41,469: +SERVICE [/turtle1/set_pen] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:41,471: +SERVICE [/turtle1/teleport_relative] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:41,474: +SERVICE [/turtle1/teleport_absolute] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:47,448: -SERVICE [/turtle1/teleport_absolute] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,452: -SERVICE [/turtle1/teleport_relative] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,454: -SERVICE [/turtle1/set_pen] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,458: -PUB [/turtle1/color_sensor] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:47,460: -PUB [/turtle1/pose] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:47,463: -SUB [/turtle1/cmd_vel] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:47,465: -SERVICE [/kill] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,466: -SERVICE [/spawn] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,468: -SERVICE [/reset] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,474: -SERVICE [/clear] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,611: -PUB [/rosout] /turtlesim http://ubuntu:39061/
[rosmaster.master][INFO] 2022-03-25 08:37:47,612: -SERVICE [/turtlesim/get_loggers] /turtlesim rosrpc://ubuntu:47057
[rosmaster.master][INFO] 2022-03-25 08:37:47,613: publisherUpdate[/rosout] -> http://ubuntu:34491/ []
[rosmaster.master][INFO] 2022-03-25 08:37:47,615: publisherUpdate[/rosout] -> http://ubuntu:34491/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2022-03-25 08:37:47,616: -SERVICE [/turtlesim/set_logger_level] /turtlesim rosrpc://ubuntu:47057
